Brand,Category,Color,Size,Material,Price
-0.885883346009839,-1.4343088337014047,0.8525919942835551,0.8103661516461917,-0.32167043058718336,182
-0.885883346009839,-0.23954928876062603,-1.483276483205637,0.8103661516461917,0.8480402260934837,57
1.4377451025405583,-1.4343088337014047,0.2686248749112571,-0.9758928159795062,1.4328955544338173,127
-0.3049762338722396,0.3578304837097634,-0.315342244461041,-0.9758928159795062,-1.4913810872678503,77
-1.4667904581474382,0.9552102561801528,0.8525919942835551,-0.9758928159795062,-0.32167043058718336,113
0.856837990402959,-0.8369290612310154,0.2686248749112571,0.21494649577095912,-0.32167043058718336,19
0.2759308782653597,-0.8369290612310154,0.2686248749112571,1.4057858075214245,0.2631848977531502,31
-1.4667904581474382,-1.4343088337014047,0.2686248749112571,0.8103661516461917,-0.9065257589275169,46
0.856837990402959,-1.4343088337014047,-1.483276483205637,-0.3804731601042735,1.4328955544338173,97
-1.4667904581474382,-0.23954928876062603,1.4365591136558533,-1.5713124718547389,1.4328955544338173,80
-0.3049762338722396,-0.8369290612310154,0.8525919942835551,0.21494649577095912,0.8480402260934837,98
0.2759308782653597,-0.8369290612310154,0.8525919942835551,0.21494649577095912,0.8480402260934837,150
1.4377451025405583,-0.8369290612310154,0.8525919942835551,-0.3804731601042735,-0.32167043058718336,68
1.4377451025405583,1.552590028650542,-0.899309363833339,0.21494649577095912,0.2631848977531502,49
-0.885883346009839,-0.8369290612310154,-0.315342244461041,-0.3804731601042735,-0.32167043058718336,97
1.4377451025405583,-0.8369290612310154,-0.315342244461041,1.4057858075214245,0.8480402260934837,184
-0.885883346009839,-0.23954928876062603,0.2686248749112571,-0.3804731601042735,-1.4913810872678503,98
0.856837990402959,0.3578304837097634,-0.899309363833339,0.8103661516461917,0.2631848977531502,91
-1.4667904581474382,-0.23954928876062603,1.4365591136558533,0.21494649577095912,-0.9065257589275169,175
0.2759308782653597,0.3578304837097634,-0.899309363833339,0.21494649577095912,1.4328955544338173,35
